Asset ID	count	Event Time	Event Date	Class Structure	Class Structure ID	Material	Nominal Size (mm)	Soil Class	Soil Description	Grant Description	Pipe Inside Diameter (mm)	Pipe Material	Pipe Shape	Construction Date (YYYYMMDD)	Pipe Lining	Date Insulated	Tapping Status	Road Name	Road Type	Pipe Length (m)	Pipe Status	Height Start of Pipe (meters above sea level)	Height End of Pipe (meters above sea level)	Latitude Start of Pipe	Lattitude End of Pipe	Longitude Start of Pipe	Longitude End of Pipe	Distribution Zone ID	Water Quality Zone ID	Description	Failure Code	Failure Description	Job Plan	Job Plan Number	Service Location Id	Formatted Address	City	Post Code	Latitude	Longitude	months_break
2421246	1	15:20:00.0000000	2012-11-23	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	225	EX	Moderate shrink/swell potential.	Clay.	225	UPVC - MODIFIED	CIRCULAR	2009-06-02		(null)	YES	UNKNOWN	CIRCUIT	159.0000	INTEGRITY	-200.0000	-200.0000	-37.47262444	-37.47402905	144.95552879	144.95546008		1125029156	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1750200	9 MANDALAY CIRCUIT BEVERIDGE 3753	BEVERIDGE	3753	-37.47311370	144.95575190	14
2421490	1	17:02:00.0000000	2010-08-27	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2009-04-01		(null)	YES	WATTLETREE	STREET	38.7960	INTEGRITY	231.3190	231.4980	-37.57972947	-37.57954642	144.90500494	144.90462835	1550536322	1125029156	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1750127	68 GREVILLEA STREET CRAIGIEBURN 3064	CRAIGIEBURN	3064	-37.58165953	144.90608890	5
2422054	1	23:20:00.0000000	2013-12-25	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	300	EX	Moderate shrink/swell potential.	Clay.	300	UPVC - MODIFIED	CIRCULAR	2009-04-01		(null)	NO	NEWBURY	BOULEVARD	162.0000	INTEGRITY	229.1850	231.3320	-37.58116828	-37.57976711	144.90465177	144.90513443			REPAIR BURST WATER MAIN	UNKN	UNKN			1759628	71 NEWBURY BOULEVARD CRAIGIEBURN 3064	CRAIGIEBURN	3064	-37.57960089	144.90495830	18
2422836	1	13:18:00.0000000	2012-06-02	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2007-10-08		(null)	YES	REDLAND	DRIVE	277.1299	INTEGRITY	131.0850	127.5260	-37.83253736	-37.83022184	145.18927111	145.18931160	1550014689	1125029150	REPAIR LEAKING WATER MAIN	UNKN	UNKN			5023091	26 REDLAND DRIVE MITCHAM 3132	MITCHAM	3132	-37.83082748	145.19004450	18
2423621	1	12:24:00.0000000	2010-12-19	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2009-03-13	NONE	(null)	YES	SHEILA	STREET	16.2128	INTEGRITY	87.6900	87.4780	-37.80354404	-37.80351862	145.15739380	145.15721256	1550536358	1125029152	REPAIR BURST WATER MAIN	UNKN	UNKN			1249831	20 SIMON STREET BLACKBURN NORTH 3130	BLACKBURN NORTH	3130	-37.80334539	145.15710870	7
2424947	1	00:30:00.0000000	2011-03-18	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	125	EX	Moderate shrink/swell potential.	Clay.	125	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2004-05-13	NONE	(null)	YES	GLEN	STREET	158.1004	INTEGRITY	96.7730	94.2820	-37.70203083	-37.70343954	144.92711833	144.92685271	1550536409	1125029159	REPAIR BURST WATER MAIN	UNKN	UNKN			1189216	15 GLEN STREET GLENROY 3046	GLENROY	3046	-37.70211914	144.92698450	27
2425764	1	12:00:00.0000000	2010-08-28	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2008-08-22		(null)	YES	WATERVIEW	BOULEVARD	80.0000	INTEGRITY	228.9020	229.4150	-37.58242426	-37.58181197	144.90741542	144.90789322	1125029156	1125029156	REPAIR BURST WATER MAIN	UNKN	UNKN			1693512				(null)	(null)	8
2426306	1	15:00:00.0000000	2010-10-18	Repair Burst Water Main	WRBRST	OPVC - MOLECULAR ORIENTED	100	EX	Moderate shrink/swell potential.	Clay.	100	OPVC - MOLECULAR ORIENTED	CIRCULAR	2010-08-11		(null)	YES	PADDYS	PLACE	139.0288	INTEGRITY	155.0820	156.0000	-37.61772521	-37.61866838	145.10494290	145.10476214	1550539587	1125029153	REPAIR BURST WATER MAIN	UNKN	UNKN			1757629	PADDYS PLACE SOUTH MORANG 3752	SOUTH MORANG	3752	-37.61832174	145.10526650	1
2428429	1	16:03:00.0000000	2013-05-26	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	125	EX	Moderate shrink/swell potential.	Clay.	125	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2010-08-03		(null)	YES	BELL	STREET	78.0000	INTEGRITY	70.8950	70.6190	-37.66067576	-37.66063771	145.37374873	145.37450225	1550536199	1125029142	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1733634				(null)	(null)	11
2428435	1	11:27:00.0000000	2013-01-30	Repair Burst Water Main	WRBRST	PLASTIC	100	VE	Very high shrink/swell potential.	Expansive Clay.	100	PLASTIC	CIRCULAR	2010-03-12	NONE	(null)	YES	SOUDAN	STREET	160.0867	INTEGRITY	59.7530	59.7520	-37.73894556	-37.73912834	144.95187271	144.95367427	1550536336	1125029158	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1049617	21 SOUDAN STREET COBURG 3058	COBURG	3058	-37.73933113	144.95389670	12
2428657	1	10:28:00.0000000	2000-02-29	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	VE	Very high shrink/swell potential.	Expansive Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1996-10-23	NONE	(null)	YES	GORGE	ROAD	61.3406	INTEGRITY	146.6650	147.1960	-37.65219695	-37.65206695	145.09629008	145.09677045	1550539587	1125029149	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1688371	80 GORGE ROAD MORANG SOUTH 3752	SOUTH MORANG	3752	-37.65200200	145.09691300	13
2430788	1	16:26:00.0000000	2012-04-19	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC - MODIFIED	CIRCULAR	2010-08-27	NONE	(null)	YES			152.2068	INTEGRITY	39.8310	41.4550	-37.86415024	-37.86550596	145.04127155	145.04101155	1551037222	1125029165	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1080103	12 DEAKIN STREET MALVERN EAST 3145	MALVERN EAST	3145	-37.86488328	145.04127590	7
2430791	1	16:34:00.0000000	2012-06-06	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC - MODIFIED	CIRCULAR	2010-08-27	NONE	(null)	YES			7.4096	INTEGRITY	41.4550	41.7680	-37.86550596	-37.86557196	145.04101155	145.04099889	1551037222	1125029165	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1080103	12 DEAKIN STREET MALVERN EAST 3145	MALVERN EAST	3145	-37.86488328	145.04127590	7
243467	1	16:06:00.0000000	2001-01-24	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	50	EX	Moderate shrink/swell potential.	Clay.	50	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1998-06-01	NONE	(null)	YES	N/A	ROAD	48.5206	INTEGRITY	66.4593	61.0964	-37.74219254	-37.74258958	145.17332543	145.17353663	1550539589	1125029164	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1541793	9 THE RIDGE TEMPLESTOWE 3106	TEMPLESTOWE	3106	-37.74279476	145.17363110	11
2439351	1	22:28:00.0000000	2008-03-31	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-11-16	NONE	(null)	YES	KEYSTONE	CRESCENT	151.8226	INTEGRITY	21.6005	19.5167	-37.78687254	-37.78711651	145.06247635	145.06098450	1551044493	1125029139	REPAIR BURST WATER MAIN	UNKN	UNKN			1031779	11 KEYSTONE CRESCENT KEW EAST 3102	KEW EAST	3102	-37.78728408	145.06152990	29
2439874	1	11:43:00.0000000	2005-01-25	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2004-05-13	NONE	(null)	YES	SEATTLE	STREET	103.8610	INTEGRITY	31.8810	37.2100	-37.78198941	-37.78291461	145.08839940	145.08822228	1551044493	1125029139	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1110237	17 SEATTLE STREET BALWYN NORTH 3104	BALWYN NORTH	3104	-37.78268554	145.08840220	3
2442509	1	18:04:00.0000000	2008-05-14	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2006-03-01	NONE	(null)	YES	VINE	STREET	81.0361	INTEGRITY	15.5920	13.1440	-37.75824501	-37.75782223	145.07192588	145.07267551	2410820	1125029151	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1153172				(null)	(null)	9
2443558	1	13:45:00.0000000	2007-03-10	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-06-15	NONE	(null)	YES	GRANT OLSON	AVENUE	117.3487	INTEGRITY	57.9112	53.7900	-37.76687921	-37.76583406	145.09264535	145.09282685	1125113395	1125029139	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1333716	14 GRANT OLSON AVENUE BULLEEN 3105	BULLEEN	3105	-37.76606192	145.09308750	27
2443833	1	16:30:00.0000000	2003-06-23	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2003-02-11	NONE	(null)	YES	BERKELEY	STREET	146.9452	INTEGRITY	22.0500	25.9200	-37.75006894	-37.74875834	145.08118513	145.08142195	1551045695	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1146494	21 BERKELEY AVENUE HEIDELBERG 3084	HEIDELBERG	3084	-37.74874802	145.08133110	1
2445715	1	15:46:00.0000000	2003-04-09	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-02-17	NONE	(null)	YES	ARGYLE	STREET	218.2458	INTEGRITY	59.0036	60.1662	-37.72852970	-37.73037755	145.07255767	145.07179471	1551045695	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1158557	3 ARGYLE STREET MACLEOD 3085	MACLEOD	3085	-37.72995414	145.07171780	25
2446755	1	15:09:00.0000000	2011-10-15	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	SE	Low shrink/swell potential.	Silty Soil.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-07-10	NONE	(null)	YES	WAIORA	ROAD	6.9189	INTEGRITY	87.5300	87.5200	-37.73562501	-37.73568680	145.05978631	145.05977587	1550539577	1125029158	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1163856	155 WAIORA ROAD HEIDELBERG HEIGHTS 3081	HEIDELBERG HEIGHTS	3081	-37.73534435	145.05969690	45
2447810	1	19:43:00.0000000	2004-07-22	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-07-26	NONE	(null)	YES	MALTRAVERS	ROAD	48.3597	INTEGRITY	36.4100	37.6600	-37.76660001	-37.76619452	145.05184022	145.05199263	1550626060	1125029151	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1682569	118 LOCKSLEY ROAD EAGLEMONT 3084	EAGLEMONT	3084	-37.76632373	145.05206280	12
2448340	1	09:59:00.0000000	2004-03-12	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-07-01	NONE	(null)	YES	PORTER	ROAD	170.1879	INTEGRITY	98.0036	96.5770	-37.73368052	-37.73520038	145.05844927	145.05819326	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1154311	143 PORTER ROAD HEIDELBERG HEIGHTS 3081	HEIDELBERG HEIGHTS	3081	-37.73368155	145.05832190	6
2448341	1	12:56:00.0000000	2006-02-02	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-09-09	NONE	(null)	YES	BELLEVUE	STREET	183.4592	INTEGRITY	53.0472	54.4300	-37.73602100	-37.73767389	145.06389941	145.06391865	1550539577	1125029158	REP LK 1.5DEEP NON MS <150DIA	UNKN	UNKN			1157396	97 BELLEVUE AVENUE ROSANNA 3084	ROSANNA	3084	-37.73605986	145.06375210	14
244913	1	21:46:00.0000000	2012-12-06	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2006-10-11	NONE	(null)	YES	MARGARET	STREET	397.8913	INTEGRITY	129.6100	123.3700	-37.69431617	-37.69373672	145.17629443	145.17217664	1550610078	1125029155	REPAIR BURST WATER MAIN	UNKN	UNKN			1217554	41 MARGARET STREET RESEARCH 3095	RESEARCH	3095	-37.69378978	145.17421700	24
2449395	1	15:58:00.0000000	2002-11-12	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-02-05	NONE	(null)	YES	MARY	AVENUE	162.3910	INTEGRITY	80.2453	72.6176	-37.74800075	-37.74772886	145.05089094	145.04908597	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1160270	17 MARY AVENUE HEIDELBERG HEIGHTS 3081	HEIDELBERG HEIGHTS	3081	-37.74792238	145.04915390	7
2450185	1	15:30:00.0000000	2000-04-22	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-04-09	NONE	(null)	YES	BULLEEN	ROAD	90.0439	INTEGRITY	22.2505	23.3579	-37.76373342	-37.76453035	145.08279494	145.08260561	1125113395	1125029139	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1320369	182 BULLEEN ROAD BULLEEN 3105	BULLEEN	3105	-37.76451057	145.08301260	12
2450497	1	13:46:00.0000000	2010-06-08	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	63	EX	Moderate shrink/swell potential.	Clay.	63	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2004-06-07	NONE	(null)	YES	HERITAGE	COURT	30.9399	INTEGRITY	86.8400	86.5100	-37.71928921	-37.71903516	145.05914300	145.05905672	1551065665	1125029158	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1628195	7 HERITAGE COURT MACLEOD 3085	MACLEOD	3085	-37.71916776	145.05903180	24
2450500	1	09:59:00.0000000	2009-04-19	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2005-09-23	NONE	(null)	YES	GLENMORE	STREET	77.7940	INTEGRITY	62.4700	61.2100	-37.71950940	-37.72012857	145.06796094	145.06756006	1551065665	1125029168	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1159605	15 GLENMORE STREET MACLEOD 3085	MACLEOD	3085	-37.71986910	145.06782690	15
2452596	1	10:37:00.0000000	2008-01-04	Repair Burst Water Main	WRBRST	PLASTIC	100	EX	Moderate shrink/swell potential.	Clay.	100	PLASTIC	CIRCULAR	2006-08-15	NONE	(null)	YES	MOUNTAINVIEW	ROAD	83.5571	INTEGRITY	47.4980	41.1700	-37.78394470	-37.78320160	145.08227119	145.08243485	1551044493	1125029139	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1104648	120 MOUNTAIN VIEW ROAD BALWYN NORTH 3104	BALWYN NORTH	3104	-37.78379932	145.08207130	6
2452844	1	18:33:00.0000000	2007-08-31	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-04-29	NONE	(null)	YES	BEVERLEY	ROAD	250.8376	INTEGRITY	23.1427	15.2300	-37.75075604	-37.75228386	145.07841324	145.07655154	1551045695	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1155664				(null)	(null)	21
2453674	1	11:31:00.0000000	1998-12-20	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1996-11-28	NONE	(null)	YES	HENLEY	STREET	104.2078	INTEGRITY	47.7400	54.4500	-37.80676528	-37.80661995	145.07560708	145.07444108	1550550338	1125029139	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1101843	1 HENLEY STREET BALWYN 3103	BALWYN	3103	-37.80652162	145.07510010	8
2455468	1	11:42:00.0000000	2008-09-24	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-10-28	NONE	(null)	YES	CARN	AVENUE	72.2365	INTEGRITY	87.3890	83.9210	-37.76205062	-37.76209016	145.05162432	145.05244260	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1150737	20 CARN AVENUE IVANHOE 3079	IVANHOE	3079	-37.76219483	145.05280880	43
2456806	1	05:33:00.0000000	2009-05-17	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	SE	Low shrink/swell potential.	Silty Soil.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-10-16	NONE	(null)	YES	MOSSMAN	DRIVE	18.3529	INTEGRITY	31.0600	31.4497	-37.76421045	-37.76437141	145.06885089	145.06889816	1550626060	1125029151	REPAIR BURST WATER MAIN	UNKN	UNKN			1151480	26 GLENARD DRIVE EAGLEMONT 3084	EAGLEMONT	3084	-37.76402143	145.06906220	34
2456811	1	09:35:00.0000000	2003-01-30	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-07-26	NONE	(null)	YES	MALTRAVERS	ROAD	257.0866	INTEGRITY	35.6450	31.7740	-37.76882179	-37.76800288	145.04885085	145.05132895	1550626060	1125029151	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1152070	146 MALTRAVERS ROAD IVANHOE 3079	IVANHOE	3079	-37.76873982	145.04912920	6
2458911	1	07:19:00.0000000	2007-07-29	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	SE	Low shrink/swell potential.	Silty Soil.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1998-10-13	NONE	(null)	YES	MACLEOD	PARADE	188.8179	INTEGRITY	93.7491	83.5700	-37.72973074	-37.72845863	145.06265192	145.06407419	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1158152	1 MACLEOD PARADE MACLEOD 3085	MACLEOD	3085	-37.72952709	145.06270820	35
2459953	1	09:29:00.0000000	2002-12-22	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2002-07-18	NONE	(null)	YES	WARREN	ROAD	215.5787	INTEGRITY	51.1925	41.7300	-37.74014066	-37.74100891	145.08520379	145.08730014	1551045695	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1156584	40 WARREN ROAD VIEWBANK 3084	VIEWBANK	3084	-37.74063783	145.08636360	1
2459964	1	00:39:00.0000000	2002-08-15	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-07-03	NONE	(null)	YES	MIRIAM	STREET	278.0666	INTEGRITY	64.1641	55.8500	-37.74625681	-37.74378177	145.07754142	145.07798527	1551045695	1125029158	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1155701	20 MIRIAM STREET ROSANNA 3084	ROSANNA	3084	-37.74504138	145.07785190	0
2460767	1	16:31:00.0000000	2010-04-22	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1998-12-08	NONE	(null)	YES	RIVERSIDE	DRIVE	147.9989	INTEGRITY	36.9000	37.7988	-37.79025448	-37.79042995	145.06267938	145.06434384	1551044493	1125029139	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1031878	3 RIVERSIDE DRIVE KEW EAST 3102	KEW EAST	3102	-37.79015463	145.06346480	46
2462102	1	16:01:00.0000000	2005-12-12	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-07-14	NONE	(null)	YES	MOSSMAN	DRIVE	113.6328	INTEGRITY	31.0300	29.4600	-37.76420603	-37.76359236	145.06873965	145.06798829	1550626060	1125029151	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1151502	20 MOSSMAN DRIVE EAGLEMONT 3084	EAGLEMONT	3084	-37.76354500	145.06858650	33
2463665	1	11:14:00.0000000	2001-05-03	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	SE	Low shrink/swell potential.	Silty Soil.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-10-16	NONE	(null)	YES	GLENARD	DRIVE	335.5245	INTEGRITY	31.0600	20.9600	-37.76421045	-37.76162243	145.06885089	145.07069251	1550626060	1125029151	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1151480	26 GLENARD DRIVE EAGLEMONT 3084	EAGLEMONT	3084	-37.76402143	145.06906220	2
2464217	1	11:12:00.0000000	2005-01-31	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	125	EX	Moderate shrink/swell potential.	Clay.	125	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2004-09-11	NONE	(null)	YES	MARTINS	LANE	115.8046	INTEGRITY	65.2820	54.5640	-37.73310583	-37.73325633	145.09352505	145.09483015	1551045695	1125029158	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1147117	109 MARTINS LANE VIEWBANK 3084	VIEWBANK	3084	-37.73311515	145.09429640	2
2465526	1	17:48:00.0000000	2009-11-18	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	63	EX	Moderate shrink/swell potential.	Clay.	63	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1999-05-13	NONE	(null)	YES	ETON	COURT	84.6671	MIGRATED	25.7300	26.0000	-37.74876406	-37.74872415	145.08147296	145.08219757	1551045695	1125029158	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1146495	25 BERKELEY AVENUE HEIDELBERG 3084	HEIDELBERG	3084	-37.74845111	145.08136140	42
2465762	1	17:54:00.0000000	2001-05-15	Repair Burst Water Main	WRBRST	DUCTILE IRON CEMENT LINED	150	EX	Moderate shrink/swell potential.	Clay.	150	DUCTILE IRON CEMENT LINED	CIRCULAR	2000-05-30	NONE	(null)	YES	LOWER PLENTY	ROAD	131.9493	INTEGRITY	64.0500	57.5100	-37.73707155	-37.73636915	145.07480168	145.07598923	1551045695	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1682016	267 LOWER PLENTY ROAD ROSANNA 3084	ROSANNA	3084	-37.73669374	145.07527400	4
2465988	1	16:17:00.0000000	2004-09-29	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-04-10	NONE	(null)	YES	KAMEEL	DRIVE	32.7969	INTEGRITY	90.4100	92.8672	-37.65031519	-37.65040527	145.37578137	145.37542994	1550536199	1125029142	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1598665	26 KAMEEL DRIVE YARRA GLEN 3775	YARRA GLEN	3775	-37.65022185	145.37573680	9
2466565	1	14:00:00.0000000	2007-07-30	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1999-08-30	NONE	(null)	YES	STROUD	STREET	30.1138	MIGRATED	76.9000	77.5100	-37.80457028	-37.80461143	145.08245772	145.08279573	1550550338	1125029139	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1514773	67 STROUD STREET BALWYN 3103	BALWYN	3103	-37.80448066	145.08257000	32
